"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify SQL injection protection in login credentials","685","testSqlInjectionInLogin","Surefire suite","Fri Aug 15 13:50:45 GMT 2025","passed","Fri Aug 15 13:50:46 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testSqlInjectionInLogin"
"Verify error handling when updating product with invalid price","490","testUpdateProductWithInvalidPrice","Surefire suite","Fri Aug 15 13:51:51 GMT 2025","failed","Fri Aug 15 13:51:52 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testUpdateProductWithInvalidPrice"
"Test getting product with float ID","518","testGetProductWithFloatId","Surefire suite","Fri Aug 15 13:51:59 GMT 2025","failed","Fri Aug 15 13:52:00 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetProductWithFloatId"
"Verify SQL injection protection in product ID parameter","587","testSqlInjectionProtection","Surefire suite","Fri Aug 15 13:51:54 GMT 2025","failed","Fri Aug 15 13:51:55 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testSqlInjectionProtection"
"Verify XSS protection in login credentials","635","testXssProtectionInLogin","Surefire suite","Fri Aug 15 13:50:53 GMT 2025","passed","Fri Aug 15 13:50:54 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testXssProtectionInLogin"
"Verify SQL injection protection in login credentials","912","testSqlInjectionInLogin","Surefire suite","Fri Aug 15 13:50:43 GMT 2025","passed","Fri Aug 15 13:50:44 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testSqlInjectionInLogin"
"Verify SQL injection protection in cart ID parameter","1702","testSqlInjectionProtection","Surefire suite","Fri Aug 15 13:49:34 GMT 2025","passed","Fri Aug 15 13:49:36 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testSqlInjectionProtection"
"Verify error handling when creating cart with invalid user ID","1619","testCreateCartWithInvalidUserId","Surefire suite","Fri Aug 15 13:48:54 GMT 2025","failed","Fri Aug 15 13:48:56 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithInvalidUserId"
"Verify SQL injection protection in product ID parameter","521","testSqlInjectionProtection","Surefire suite","Fri Aug 15 13:51:56 GMT 2025","failed","Fri Aug 15 13:51:57 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testSqlInjectionProtection"
"Verify that all carts can be retrieved successfully","7733","testGetAllCarts","Surefire suite","Fri Aug 15 13:48:08 GMT 2025","passed","Fri Aug 15 13:48:16 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testGetAllCarts"
"Verify error handling when updating user with invalid ID","721","testUpdateUserWithInvalidId","Surefire suite","Fri Aug 15 13:52:27 GMT 2025","passed","Fri Aug 15 13:52:27 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithInvalidId"
"Verify that a single product can be retrieved by valid ID","614","testGetSingleProductByValidId","Surefire suite","Fri Aug 15 13:51:25 GMT 2025","passed","Fri Aug 15 13:51:26 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetSingleProductByValidId"
"Test login with special characters in credentials","1739","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:14 GMT 2025","passed","Fri Aug 15 13:51:16 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify SQL injection protection in user ID parameter","754","testSqlInjectionProtection","Surefire suite","Fri Aug 15 13:52:34 GMT 2025","passed","Fri Aug 15 13:52:35 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
"Verify error handling when creating user with empty request body","636","testCreateUserWithEmptyBody","Surefire suite","Fri Aug 15 13:52:21 GMT 2025","failed","Fri Aug 15 13:52:21 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithEmptyBody"
"Verify appropriate error handling when creating product with invalid data","553","testCreateProductWithInvalidData","Surefire suite","Fri Aug 15 13:51:40 GMT 2025","failed","Fri Aug 15 13:51:41 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithInvalidData"
"Verify error handling when creating product with negative or zero price","689","testCreateProductWithNegativePrice","Surefire suite","Fri Aug 15 13:51:47 GMT 2025","failed","Fri Aug 15 13:51:47 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithNegativePrice"
"Verify partial update of user data","549","testPartialUpdateUser","Surefire suite","Fri Aug 15 13:52:29 GMT 2025","passed","Fri Aug 15 13:52:30 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testPartialUpdateUser"
"Test login with special characters in credentials","752","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:16 GMT 2025","passed","Fri Aug 15 13:51:17 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify that a single product can be retrieved by valid ID","709","testGetSingleProductByValidId","Surefire suite","Fri Aug 15 13:51:29 GMT 2025","passed","Fri Aug 15 13:51:30 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetSingleProductByValidId"
"Verify XSS protection in login credentials","722","testXssProtectionInLogin","Surefire suite","Fri Aug 15 13:50:50 GMT 2025","passed","Fri Aug 15 13:50:51 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testXssProtectionInLogin"
"Verify that a single cart can be retrieved by valid ID","927","testGetSingleCartByValidId","Surefire suite","Fri Aug 15 13:48:24 GMT 2025","passed","Fri Aug 15 13:48:25 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testGetSingleCartByValidId"
"Verify that a new cart can be created with valid data","837","testCreateCartWithValidData","Surefire suite","Fri Aug 15 13:48:36 GMT 2025","passed","Fri Aug 15 13:48:37 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithValidData"
"Verify appropriate error handling when creating user with invalid data","712","testCreateUserWithInvalidData","Surefire suite","Fri Aug 15 13:52:17 GMT 2025","failed","Fri Aug 15 13:52:17 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify error handling when updating cart with invalid ID","790","testUpdateCartWithInvalidId","Surefire suite","Fri Aug 15 13:49:05 GMT 2025","passed","Fri Aug 15 13:49:06 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testUpdateCartWithInvalidId"
"Verify that a new product can be created with valid data","744","testCreateProductWithValidData","Surefire suite","Fri Aug 15 13:51:35 GMT 2025","passed","Fri Aug 15 13:51:36 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithValidData"
"Verify partial update of user data","528","testPartialUpdateUser","Surefire suite","Fri Aug 15 13:52:28 GMT 2025","passed","Fri Aug 15 13:52:29 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testPartialUpdateUser"
"Verify partial update of user data","626","testPartialUpdateUser","Surefire suite","Fri Aug 15 13:52:27 GMT 2025","passed","Fri Aug 15 13:52:28 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testPartialUpdateUser"
"Verify error handling when creating product with negative or zero price","473","testCreateProductWithNegativePrice","Surefire suite","Fri Aug 15 13:51:48 GMT 2025","failed","Fri Aug 15 13:51:48 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithNegativePrice"
"Verify that a new cart can be created with valid data","2431","testCreateCartWithValidData","Surefire suite","Fri Aug 15 13:48:34 GMT 2025","passed","Fri Aug 15 13:48:36 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithValidData"
"Verify appropriate error handling for invalid product IDs","558","testGetSingleProductByInvalidId","Surefire suite","Fri Aug 15 13:51:32 GMT 2025","failed","Fri Aug 15 13:51:33 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetSingleProductByInvalidId"
"Verify appropriate error handling for invalid cart IDs","979","testGetSingleCartByInvalidId","Surefire suite","Fri Aug 15 13:48:31 GMT 2025","failed","Fri Aug 15 13:48:32 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testGetSingleCartByInvalidId"
"Verify appropriate error handling when creating user with invalid data","798","testCreateUserWithInvalidData","Surefire suite","Fri Aug 15 13:52:19 GMT 2025","failed","Fri Aug 15 13:52:20 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify that a new product can be created with valid data","608","testCreateProductWithValidData","Surefire suite","Fri Aug 15 13:51:38 GMT 2025","passed","Fri Aug 15 13:51:38 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithValidData"
"Test login with null values","690","testLoginWithNullValues","Surefire suite","Fri Aug 15 13:51:22 GMT 2025","passed","Fri Aug 15 13:51:23 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithNullValues"
"Verify SQL injection protection in user ID parameter","479","testSqlInjectionProtection","Surefire suite","Fri Aug 15 13:52:33 GMT 2025","passed","Fri Aug 15 13:52:33 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
"Verify XSS protection in login credentials","939","testXssProtectionInLogin","Surefire suite","Fri Aug 15 13:50:54 GMT 2025","passed","Fri Aug 15 13:50:55 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testXssProtectionInLogin"
"Verify appropriate error handling when creating product with invalid data","582","testCreateProductWithInvalidData","Surefire suite","Fri Aug 15 13:51:45 GMT 2025","failed","Fri Aug 15 13:51:45 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithInvalidData"
"Verify that a single user can be retrieved by valid ID","686","testGetSingleUserByValidId","Surefire suite","Fri Aug 15 13:52:02 GMT 2025","passed","Fri Aug 15 13:52:03 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify error handling when creating cart with invalid user ID","754","testCreateCartWithInvalidUserId","Surefire suite","Fri Aug 15 13:48:53 GMT 2025","failed","Fri Aug 15 13:48:54 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithInvalidUserId"
"Verify XSS protection in login credentials","808","testXssProtectionInLogin","Surefire suite","Fri Aug 15 13:50:52 GMT 2025","passed","Fri Aug 15 13:50:52 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testXssProtectionInLogin"
"Verify error handling for malformed JSON in login request","1708","testLoginWithMalformedJson","Surefire suite","Fri Aug 15 13:50:26 GMT 2025","passed","Fri Aug 15 13:50:28 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithMalformedJson"
"Verify error handling when updating non-existent cart","5173","testUpdateNonExistentCart","Surefire suite","Fri Aug 15 13:49:00 GMT 2025","passed","Fri Aug 15 13:49:05 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testUpdateNonExistentCart"
"Test login with special characters in credentials","712","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:12 GMT 2025","passed","Fri Aug 15 13:51:12 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify SQL injection protection in product ID parameter","606","testSqlInjectionProtection","Surefire suite","Fri Aug 15 13:51:56 GMT 2025","failed","Fri Aug 15 13:51:56 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testSqlInjectionProtection"
"Test login with special characters in credentials","1664","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:18 GMT 2025","passed","Fri Aug 15 13:51:20 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify XSS protection in login credentials","660","testXssProtectionInLogin","Surefire suite","Fri Aug 15 13:50:51 GMT 2025","passed","Fri Aug 15 13:50:52 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testXssProtectionInLogin"
"Verify appropriate error handling for invalid cart IDs","1046","testGetSingleCartByInvalidId","Surefire suite","Fri Aug 15 13:48:28 GMT 2025","failed","Fri Aug 15 13:48:29 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testGetSingleCartByInvalidId"
"Verify that users can login with valid credentials","1724","testLoginWithValidCredentials","Surefire suite","Fri Aug 15 13:49:41 GMT 2025","passed","Fri Aug 15 13:49:42 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithValidCredentials"
"Verify SQL injection protection in product ID parameter","762","testSqlInjectionProtection","Surefire suite","Fri Aug 15 13:51:54 GMT 2025","failed","Fri Aug 15 13:51:54 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testSqlInjectionProtection"
"Verify appropriate error handling for invalid login credentials","7295","testLoginWithInvalidCredentials","Surefire suite","Fri Aug 15 13:50:09 GMT 2025","passed","Fri Aug 15 13:50:16 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithInvalidCredentials"
"Test login with special characters in credentials","948","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:17 GMT 2025","passed","Fri Aug 15 13:51:18 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify SQL injection protection in cart ID parameter","2040","testSqlInjectionProtection","Surefire suite","Fri Aug 15 13:49:29 GMT 2025","passed","Fri Aug 15 13:49:31 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testSqlInjectionProtection"
"Verify that users can login with valid credentials","2532","testLoginWithValidCredentials","Surefire suite","Fri Aug 15 13:49:47 GMT 2025","passed","Fri Aug 15 13:49:49 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithValidCredentials"
"Verify error handling when creating user with malformed JSON","523","testCreateUserWithMalformedJson","Surefire suite","Fri Aug 15 13:52:22 GMT 2025","passed","Fri Aug 15 13:52:22 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithMalformedJson"
"Verify error handling when creating cart with invalid user ID","863","testCreateCartWithInvalidUserId","Surefire suite","Fri Aug 15 13:48:49 GMT 2025","failed","Fri Aug 15 13:48:50 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithInvalidUserId"
"Verify appropriate error handling when creating cart with invalid data","659","testCreateCartWithInvalidData","Surefire suite","Fri Aug 15 13:48:41 GMT 2025","failed","Fri Aug 15 13:48:42 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithInvalidData"
"Verify SQL injection protection in product ID parameter","549","testSqlInjectionProtection","Surefire suite","Fri Aug 15 13:51:55 GMT 2025","failed","Fri Aug 15 13:51:56 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testSqlInjectionProtection"
"Verify SQL injection protection in login credentials","999","testSqlInjectionInLogin","Surefire suite","Fri Aug 15 13:50:40 GMT 2025","passed","Fri Aug 15 13:50:41 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testSqlInjectionInLogin"
"Verify appropriate error handling for invalid cart IDs","847","testGetSingleCartByInvalidId","Surefire suite","Fri Aug 15 13:48:30 GMT 2025","failed","Fri Aug 15 13:48:31 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testGetSingleCartByInvalidId"
"Verify error handling when deleting cart with invalid ID","2034","testDeleteCartWithInvalidId","Surefire suite","Fri Aug 15 13:49:26 GMT 2025","passed","Fri Aug 15 13:49:28 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testDeleteCartWithInvalidId"
"Test login with special characters in credentials","855","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:10 GMT 2025","passed","Fri Aug 15 13:51:11 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify that an existing user can be updated with valid data","490","testUpdateUserWithValidData","Surefire suite","Fri Aug 15 13:52:24 GMT 2025","passed","Fri Aug 15 13:52:25 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify appropriate error handling for invalid product IDs","473","testGetSingleProductByInvalidId","Surefire suite","Fri Aug 15 13:51:32 GMT 2025","failed","Fri Aug 15 13:51:32 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetSingleProductByInvalidId"
"Verify that a new product can be created with valid data","1747","testCreateProductWithValidData","Surefire suite","Fri Aug 15 13:51:36 GMT 2025","passed","Fri Aug 15 13:51:38 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithValidData"
"Verify error handling when creating user with malformed JSON","678","testCreateUserWithMalformedJson","Surefire suite","Fri Aug 15 13:52:22 GMT 2025","passed","Fri Aug 15 13:52:23 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithMalformedJson"
"Verify that a new product can be created with valid data","794","testCreateProductWithValidData","Surefire suite","Fri Aug 15 13:51:38 GMT 2025","passed","Fri Aug 15 13:51:39 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithValidData"
"Verify that users can login with valid credentials","1885","testLoginWithValidCredentials","Surefire suite","Fri Aug 15 13:49:42 GMT 2025","passed","Fri Aug 15 13:49:44 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithValidCredentials"
"Verify that a single product can be retrieved by valid ID","512","testGetSingleProductByValidId","Surefire suite","Fri Aug 15 13:51:26 GMT 2025","passed","Fri Aug 15 13:51:26 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetSingleProductByValidId"
"Verify that a single cart can be retrieved by valid ID","978","testGetSingleCartByValidId","Surefire suite","Fri Aug 15 13:48:25 GMT 2025","passed","Fri Aug 15 13:48:26 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testGetSingleCartByValidId"
"Verify that a single product can be retrieved by valid ID","566","testGetSingleProductByValidId","Surefire suite","Fri Aug 15 13:51:27 GMT 2025","passed","Fri Aug 15 13:51:28 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testGetSingleProductByValidId"
"Test cart creation with empty products array","969","testCreateCartWithEmptyProducts","Surefire suite","Fri Aug 15 13:49:38 GMT 2025","failed","Fri Aug 15 13:49:39 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithEmptyProducts"
"Test login with special characters in credentials","751","testLoginWithSpecialCharacters","Surefire suite","Fri Aug 15 13:51:04 GMT 2025","passed","Fri Aug 15 13:51:04 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithSpecialCharacters"
"Verify XSS protection in login credentials","1812","testXssProtectionInLogin","Surefire suite","Fri Aug 15 13:50:48 GMT 2025","passed","Fri Aug 15 13:50:50 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testXssProtectionInLogin"
"Verify that a single user can be retrieved by valid ID","651","testGetSingleUserByValidId","Surefire suite","Fri Aug 15 13:52:01 GMT 2025","passed","Fri Aug 15 13:52:02 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify partial update of user data","568","testPartialUpdateUser","Surefire suite","Fri Aug 15 13:52:28 GMT 2025","passed","Fri Aug 15 13:52:28 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testPartialUpdateUser"
"Verify that a new cart can be created with valid data","868","testCreateCartWithValidData","Surefire suite","Fri Aug 15 13:48:37 GMT 2025","passed","Fri Aug 15 13:48:38 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithValidData"
"Verify SQL injection protection in login credentials","1811","testSqlInjectionInLogin","Surefire suite","Fri Aug 15 13:50:41 GMT 2025","passed","Fri Aug 15 13:50:43 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testSqlInjectionInLogin"
"Validate that the test environment is properly configured","1","validateTestEnvironment","Surefire suite","Fri Aug 15 13:52:35 GMT 2025","passed","Fri Aug 15 13:52:35 GMT 2025","com.emmanuelarhu.tests.ConnectivityTest","Surefire test","com.emmanuelarhu.tests.ConnectivityTest","validateTestEnvironment"
"Verify appropriate error handling when creating product with invalid data","588","testCreateProductWithInvalidData","Surefire suite","Fri Aug 15 13:51:41 GMT 2025","failed","Fri Aug 15 13:51:42 GMT 2025","com.emmanuelarhu.tests.ProductsApiTest","Surefire test","com.emmanuelarhu.tests.ProductsApiTest","testCreateProductWithInvalidData"
"Verify that all users can be retrieved successfully","571","testGetAllUsers","Surefire suite","Fri Aug 15 13:52:00 GMT 2025","passed","Fri Aug 15 13:52:00 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsers"
"Verify appropriate error handling for invalid login credentials","2783","testLoginWithInvalidCredentials","Surefire suite","Fri Aug 15 13:50:04 GMT 2025","passed","Fri Aug 15 13:50:07 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithInvalidCredentials"
"Test login with extremely long password","866","testLoginWithLongPassword","Surefire suite","Fri Aug 15 13:50:57 GMT 2025","passed","Fri Aug 15 13:50:58 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginWithLongPassword"
"Verify appropriate error handling when creating cart with invalid data","846","testCreateCartWithInvalidData","Surefire suite","Fri Aug 15 13:48:47 GMT 2025","failed","Fri Aug 15 13:48:48 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithInvalidData"
"Test login response time","807","testLoginResponseTime","Surefire suite","Fri Aug 15 13:51:23 GMT 2025","passed","Fri Aug 15 13:51:24 GMT 2025","com.emmanuelarhu.tests.AuthApiTest","Surefire test","com.emmanuelarhu.tests.AuthApiTest","testLoginResponseTime"
"Verify appropriate error handling for invalid user IDs","742","testGetSingleUserByInvalidId","Surefire suite","Fri Aug 15 13:52:04 GMT 2025","failed","Fri Aug 15 13:52:05 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify error handling when creating cart with invalid user ID","613","testCreateCartWithInvalidUserId","Surefire suite","Fri Aug 15 13:48:51 GMT 2025","failed","Fri Aug 15 13:48:52 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testCreateCartWithInvalidUserId"
"Test getting cart with float ID","1000","testGetCartWithFloatId","Surefire suite","Fri Aug 15 13:49:37 GMT 2025","failed","Fri Aug 15 13:49:38 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testGetCartWithFloatId"
"Verify appropriate error handling for invalid cart IDs","811","testGetSingleCartByInvalidId","Surefire suite","Fri Aug 15 13:48:29 GMT 2025","failed","Fri Aug 15 13:48:30 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testGetSingleCartByInvalidId"
"Verify error handling for non-numeric user ID","568","testGetSingleUserByNonNumericId","Surefire suite","Fri Aug 15 13:52:11 GMT 2025","passed","Fri Aug 15 13:52:11 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByNonNumericId"
"Verify that an existing cart can be updated with valid data","758","testUpdateCartWithValidData","Surefire suite","Fri Aug 15 13:48:56 GMT 2025","passed","Fri Aug 15 13:48:57 GMT 2025","com.emmanuelarhu.tests.CartsApiTest","Surefire test","com.emmanuelarhu.tests.CartsApiTest","testUpdateCartWithValidData"
